gene_standard_name,gene_name,gene_primary_dbid,cross_ref_id,homolog_standard_name,homolog_systematic_name,homolog_name,disease_identifier,disease_name,data_source,homolog_algorithm,homolog_algorithm_matches,homolog_algorithm_attempts
PPIC,peptidylprolyl isomerase C (cyclophilin C),5480,123842,CPR2,YHR057C,Cyclosporin A-sensitive Proline Rotamase,,,DiOPT,OrthoInspector|PANTHER|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,7,9
PPIC,peptidylprolyl isomerase C (cyclophilin C),5480,123842,CPR5,YDR304C,Cyclosporin-sensitive Proline Rotamase,,,DiOPT,OrthoInspector|PANTHER|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,7,9
PPM1K,"protein phosphatase, Mg2+/Mn2+ dependent, 1K",152926,611065,PTC6,YCR079W,Phosphatase Two C,615135,"MAPLE SYRUP URINE DISEASE, MILD VARIANT; MSUDMV",DiOPT,Ensembl Compara|OrthoFinder,2,9
PPP2CA,"protein phosphatase 2, catalytic subunit, alpha isozyme",5515,176915,PPH21,YDL134C,Protein PHosphatase,,,DiOPT,OrthoInspector|OrthoFinder|InParanoid|OMA|SonicParanoid,5,9
PPP2CA,"protein phosphatase 2, catalytic subunit, alpha isozyme",5515,176915,PPH22,YDL188C,Protein PHosphatase,,,DiOPT,OrthoInspector|OrthoFinder|InParanoid|OMA|SonicParanoid,5,9
PPP2CB,"protein phosphatase 2, catalytic subunit, beta isozyme",5516,176916,PPH21,YDL134C,Protein PHosphatase,,,DiOPT,OrthoInspector|PhylomeDB|OrthoFinder|InParanoid|SonicParanoid,5,9
PPP2CB,"protein phosphatase 2, catalytic subunit, beta isozyme",5516,176916,PPH22,YDL188C,Protein PHosphatase,,,DiOPT,OrthoInspector|PhylomeDB|OrthoFinder|InParanoid|SonicParanoid,5,9
PPP2R5C,"protein phosphatase 2, regulatory subunit B', gamma",5527,601645,RTS1,YOR014W,Rox Three Suppressor,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid,7,9
PPP6R2,"protein phosphatase 6, regulatory subunit 2",9701,610877,SAP185,YJL098W,Sit4 Associated Protein,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,7,9
PPP6R2,"protein phosphatase 6, regulatory subunit 2",9701,610877,SAP4,YGL229C,Sit4 Associated Protein,,,DiOPT,PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,6,9
PPP6R3,"protein phosphatase 6, regulatory subunit 3",55291,610879,SAP185,YJL098W,Sit4 Associated Protein,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,8,9
PPP6R3,"protein phosphatase 6, regulatory subunit 3",55291,610879,SAP190,YKR028W,Sit4 Associated Protein,,,DiOPT,PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,7,9
PPP6R3,"protein phosphatase 6, regulatory subunit 3",55291,610879,SAP4,YGL229C,Sit4 Associated Protein,,,DiOPT,PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,6,9
PRDM14,PR domain containing 14,63978,611781,CRZ1,YNL027W,Calcineurin-Responsive Zinc finger,,,DiOPT,Hieranoid|Ensembl Compara,2,9
PRDX4,peroxiredoxin 4,10549,300927,TSA1,YML028W,Thiol-Specific Antioxidant,,,DiOPT,OrthoInspector|PANTHER|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,6,9
PRDX4,peroxiredoxin 4,10549,300927,TSA2,YDR453C,Thiol-Specific Antioxidant,,,DiOPT,OrthoInspector|PANTHER|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,6,9
PREB,prolactin regulatory element binding,10113,606395,SEC12,YNR026C,SECretory,,,DiOPT,Hieranoid|PANTHER,2,9
PRKCA,"protein kinase C, alpha",5578,176960,PKC1,YBL105C,Protein Kinase C,,,DiOPT,PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,7,9
PRKCE,"protein kinase C, epsilon",5581,176975,PKC1,YBL105C,Protein Kinase C,,,DiOPT,PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,6,9
PRKCSH,protein kinase C substrate 80K-H,5589,177060,GTB1,YDR221W,Glucosidase Two Beta-subunit,174050,POLYCYSTIC LIVER DISEASE; PCLD,DiOPT,OrthoInspector|PANTHER|InParanoid|SonicParanoid|Ensembl Compara,5,9
PRPF3,pre-mRNA processing factor 3,9129,607301,PRP3,YDR473C,Pre-mRNA Processing,601414,RETINITIS PIGMENTOSA 18; RP18,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|Ensembl Compara,7,9
PSMA1,proteasome subunit alpha 1,5682,602854,PRE5,YMR314W,PRoteinase yscE,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
PSMA3,proteasome subunit alpha 3,5684,176843,PRE10,YOR362C,PRoteinase yscE,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
PSMA4,proteasome subunit alpha 4,5685,176846,PRE9,YGR135W,PRoteinase yscE,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
PSMA5,proteasome subunit alpha 5,5686,176844,PUP2,YGR253C,PUtative Proteasome subunit,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
PSMA6,proteasome subunit alpha 6,5687,602855,SCL1,YGL011C,Suppressor of Crl3 ts Lethality,608446,"MYOCARDIAL INFARCTION, SUSCEPTIBILITY TO MYOCARDIAL INFARCTION, SUSCEPTIBILITY TO, 1, INCLUDED; MCI1, INCLUDED",DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
PSMA7,proteasome subunit alpha 7,5688,606607,PRE6,YOL038W,PRoteinase yscE,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
PSMB2,proteasome subunit beta 2,5690,602175,PRE1,YER012W,PRoteinase yscE,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
PSMB3,proteasome subunit beta 3,5691,602176,PUP3,YER094C,PUtative Proteasome subunit,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
PSMB5,proteasome subunit beta 5,5693,600306,PRE2,YPR103W,PRoteinase yscE,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
PSMB8,proteasome subunit beta 8,5696,177046,PRE2,YPR103W,PRoteinase yscE,256040,"AUTOINFLAMMATION, LIPODYSTROPHY, AND DERMATOSIS SYNDROME; ALDD",DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|SonicParanoid|Ensembl Compara,7,9
PSMB9,proteasome subunit beta 9,5698,177045,PRE3,YJL001W,PRoteinase yscE,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,8,9
PSMC2,"proteasome 26S subunit, ATPase 2",5701,154365,RPT1,YKL145W,"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase",,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
PSMC3,"proteasome 26S subunit, ATPase 3",5702,186852,RPT5,YOR117W,"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase",,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
PSMC4,"proteasome 26S subunit, ATPase 4",5704,602707,RPT3,YDR394W,"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase",,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
PSMD10,"proteasome 26S subunit, non-ATPase 10",5716,300880,NAS6,YGR232W,Non-ATPase Subunit 6,,,DiOPT,OrthoInspector|PhylomeDB|InParanoid|Hieranoid|OMA|Ensembl Compara,6,9
PSMD13,"proteasome 26S subunit, non-ATPase 13",5719,603481,RPN9,YDR427W,Regulatory Particle Non-ATPase,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
PSMD14,"proteasome 26S subunit, non-ATPase 14",10213,607173,RPN11,YFR004W,Regulatory Particle Non-ATPase,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
PSMD2,"proteasome 26S subunit, non-ATPase 2",5708,606223,RPN1,YHR027C,Regulatory Particle Non-ATPase,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
PSMD7,"proteasome 26S subunit, non-ATPase 7",5713,157970,RPN8,YOR261C,Regulatory Particle Non-ATPase,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
PTGES3,prostaglandin E synthase 3 (cytosolic),10728,607061,SBA1,YKL117W,increased Sensitivity to Benzoquinone Ansamycins,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|Ensembl Compara,6,9
PTRH2,peptidyl-tRNA hydrolase 2,51651,608625,PTH2,YBL057C,Peptidyl-Trna Hydrolase,616263,"NEUROLOGIC, ENDOCRINE, AND PANCREATIC DISEASE, MULTISYSTEM, INFANTILE-ONSET; IMNEPD",DiOPT,OrthoInspector|PANTHER|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,6,9
PUM1,pumilio RNA binding family member 1,9698,607204,PUF3,YLL013C,PUmilio-homology domain Family,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|SonicParanoid,5,9
PYGB,"phosphorylase, glycogen; brain",5834,138550,GPH1,YPR160W,Glycogen PHosphorylase,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
QARS,glutaminyl-tRNA synthetase,5859,603727,GLN4,YOR168W,GLutamiNe metabolism,615760,"MICROCEPHALY, PROGRESSIVE, WITH SEIZURES AND CEREBRAL AND CEREBELLAR ATROPHY; MSCCA",DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
RAB10,"RAB10, member RAS oncogene family",10890,612672,SEC4,YFL005W,SECretory,,,DiOPT,OrthoInspector|PhylomeDB|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,7,9
RAB11A,"RAB11A, member RAS oncogene family",8766,605570,YPT31,YER031C,Yeast Protein Two,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
RAB11A,"RAB11A, member RAS oncogene family",8766,605570,YPT32,YGL210W,Yeast Protein Two,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
RAB1A,"RAB1A, member RAS oncogene family",5861,179508,YPT1,YFL038C,Yeast Protein Two,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,7,9
RAB5A,"RAB5A, member RAS oncogene family",5868,179512,VPS21,YOR089C,Vacuolar Protein Sorting,,,DiOPT,OrthoInspector|PhylomeDB|InParanoid|OMA|SonicParanoid,5,9
RAB5A,"RAB5A, member RAS oncogene family",5868,179512,YPT52,YKR014C,Yeast Protein Two,,,DiOPT,Hieranoid|OMA|Ensembl Compara,3,9
RAB5A,"RAB5A, member RAS oncogene family",5868,179512,YPT53,YNL093W,Yeast Protein Two,,,DiOPT,OrthoInspector|PhylomeDB|InParanoid|OMA|SonicParanoid,5,9
RAB5C,"RAB5C, member RAS oncogene family",5878,604037,VPS21,YOR089C,Vacuolar Protein Sorting,,,DiOPT,OrthoInspector|PhylomeDB|InParanoid|OMA|SonicParanoid,5,9
RAB5C,"RAB5C, member RAS oncogene family",5878,604037,YPT52,YKR014C,Yeast Protein Two,,,DiOPT,Hieranoid|OMA|Ensembl Compara,3,9
RAB5C,"RAB5C, member RAS oncogene family",5878,604037,YPT53,YNL093W,Yeast Protein Two,,,DiOPT,OrthoInspector|PhylomeDB|InParanoid|OMA|SonicParanoid,5,9
RAB6A,"RAB6A, member RAS oncogene family",5870,179513,YPT6,YLR262C,Yeast Protein Two,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
RAB7A,"RAB7A, member RAS oncogene family",7879,602298,YPT7,YML001W,Yeast Protein Two,600882,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2B; CMT2B",DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
RAB8B,"RAB8B, member RAS oncogene family",51762,613532,SEC4,YFL005W,SECretory,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
RABGAP1,RAB GTPase activating protein 1,23637,615882,GYL1,YMR192W,GYp Like,,,DiOPT,OrthoInspector|SonicParanoid|Ensembl Compara|OrthoFinder,4,9
RABGAP1,RAB GTPase activating protein 1,23637,615882,GYP5,YPL249C,Gtpase-activating protein for Ypt Proteins,,,DiOPT,OrthoInspector|SonicParanoid|PANTHER|OrthoFinder,4,9
RAD52,"RAD52 homolog, DNA repair protein",5893,600392,RAD52,YML032C,RADiation sensitive,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|SonicParanoid|Ensembl Compara,6,9
RAN,"RAN, member RAS oncogene family",5901,601179,GSP1,YLR293C,Genetic Suppressor of Prp20-1,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
RAN,"RAN, member RAS oncogene family",5901,601179,GSP2,YOR185C,Genetic Suppressor of Prp20-1,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
RANGRF,RAN guanine nucleotide release factor,29098,607954,MOG1,YJR074W,Multicopy suppressor Of ts Gsp1,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
RAP1A,"RAP1A, member of RAS oncogene family",5906,179520,RSR1,YGR152C,RaS-Related,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
RAP1B,"RAP1B, member of RAS oncogene family",5908,179530,RSR1,YGR152C,RaS-Related,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
RAP2B,"RAP2B, member of RAS oncogene family",5912,179541,RSR1,YGR152C,RaS-Related,,,DiOPT,InParanoid|PhylomeDB|SonicParanoid|Ensembl Compara,4,9
RBBP4,retinoblastoma binding protein 4,5928,602923,HAT2,YEL056W,Histone AcetylTransferase,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
RBBP6,retinoblastoma binding protein 6,5930,600938,MPE1,YKL059C,Mutant PCF11 Extragenic suppressor,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder,4,9
RBBP7,retinoblastoma binding protein 7,5931,300825,HAT2,YEL056W,Histone AcetylTransferase,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
RBSN,"rabenosyn, RAB effector",64145,609511,PEP7,YDR323C,carboxyPEPtidase Y-deficient,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid,6,9
RBX1,"ring-box 1, E3 ubiquitin protein ligase",9978,603814,HRT1,YOL133W,High level expression Reduces Ty3 transposition,,,DiOPT,OrthoInspector|PANTHER|InParanoid|Hieranoid|OMA|SonicParanoid,6,9
REEP5,receptor accessory protein 5,7905,125265,YOP1,YPR028W,YIP One Partner,,,DiOPT,OrthoInspector|PANTHER|InParanoid|Hieranoid|OMA,5,9
REN,renin,5972,179820,PEP4,YPL154C,carboxyPEPtidase Y-deficient,613092,"HYPERURICEMIC NEPHROPATHY, FAMILIAL JUVENILE, 2; HNFJ2",DiOPT,PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,6,9
REN,renin,5972,179820,PEP4,YPL154C,carboxyPEPtidase Y-deficient,267430,RENAL TUBULAR DYSGENESIS; RTD,DiOPT,PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,6,9
REPS1,RALBP1 associated Eps domain containing 1,85021,614825,PAN1,YIR006C,Poly(A)-binding protein-dependent poly(A) riboNuclease,,,DiOPT,Ensembl Compara|Hieranoid|PANTHER,3,9
REV1,"REV1, DNA directed polymerase",51455,606134,REV1,YOR346W,REVersionless,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,8,9
RFC4,"replication factor C (activator 1) 4, 37kDa",5984,102577,RFC2,YJR068W,Replication Factor C,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
RFK,riboflavin kinase,55312,613010,FMN1,YDR236C,FMN biosynthesis,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,8,9
RGL4,ral guanine nucleotide dissociation stimulator-like 4,266747,612214,BUD5,YCR038C,BUD site selection,,,DiOPT,Ensembl Compara|PANTHER,2,9
RHEB,Ras homolog enriched in brain,6009,601293,RHB1,YCR027C,RHeB homolog,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
RHOA,ras homolog family member A,387,165390,RHO1,YPR165W,Ras HOmolog,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,7,9
RHOA,ras homolog family member A,387,165390,RHO2,YNL090W,Ras HOmolog,,,DiOPT,Ensembl Compara|PANTHER|OrthoFinder,3,9
RHOC,ras homolog family member C,389,165380,RHO1,YPR165W,Ras HOmolog,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,7,9
RHOC,ras homolog family member C,389,165380,RHO2,YNL090W,Ras HOmolog,,,DiOPT,PANTHER|Ensembl Compara|OrthoFinder,3,9
RICTOR,"RPTOR independent companion of MTOR, complex 2",253260,609022,TSC11,YER093C,Temperature-sensitive Suppressors of Csg2 mutants,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,8,9
RNASEH2A,"ribonuclease H2, subunit A",10535,606034,RNH201,YNL072W,RNase H,610333,AICARDI-GOUTIERES SYNDROME 4; AGS4,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|OMA|SonicParanoid|Ensembl Compara,8,9
RND2,Rho family GTPase 2,8153,601555,RHO3,YIL118W,Ras HOmolog,,,DiOPT,PANTHER|Ensembl Compara,2,9
RND2,Rho family GTPase 2,8153,601555,RHO4,YKR055W,Ras HOmolog,,,DiOPT,PANTHER|Ensembl Compara,2,9
RNMT,RNA (guanine-7-) methyltransferase,8731,603514,ABD1,YBR236C,,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,8,9
RPA4,"replication protein A4, 30kDa",29935,300767,RFA2,YNL312W,Replication Factor A,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA,7,9
RPAP2,RNA polymerase II associated protein 2,79871,611476,RTR1,YER139C,Regulator of TRanscription,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder,4,9
RPAP2,RNA polymerase II associated protein 2,79871,611476,RTR2,YDR066C,Regulator of TRanscription,,,DiOPT,PhylomeDB|Ensembl Compara|OrthoFinder,3,9
RPS27L,ribosomal protein S27-like,51065,612055,RPS27A,YKL156W,Ribosomal Protein of the Small subunit,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
RPS27L,ribosomal protein S27-like,51065,612055,RPS27B,YHR021C,Ribosomal Protein of the Small subunit,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
RPS6KA1,"ribosomal protein S6 kinase, 90kDa, polypeptide 1",6195,601684,YPK3,YBR028C,,,,DiOPT,PhylomeDB|Ensembl Compara,2,9
RPS6KA5,"ribosomal protein S6 kinase, 90kDa, polypeptide 5",9252,603607,YPK3,YBR028C,,,,DiOPT,PANTHER|Ensembl Compara,2,9
RPS6KB1,"ribosomal protein S6 kinase, 70kDa, polypeptide 1",6198,608938,YPK3,YBR028C,,,,DiOPT,Ensembl Compara|PANTHER,2,9
RRAGA,Ras-related GTP binding A,10670,612194,GTR1,YML121W,GTp binding protein Resemblance,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
RRAGC,Ras-related GTP binding C,64121,608267,GTR2,YGR163W,GTp binding protein Resemblance,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,8,9
RRAS,related RAS viral (r-ras) oncogene homolog,6237,165090,RAS1,YOR101W,homologous to RAS proto-oncogene,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,7,9
RRAS,related RAS viral (r-ras) oncogene homolog,6237,165090,RAS2,YNL098C,homologous to RAS proto-oncogene,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,7,9
RRM2B,ribonucleotide reductase M2 B (TP53 inducible),50484,604712,RNR2,YJL026W,RiboNucleotide Reductase,613077,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 5; PEOA5",DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
RRM2B,ribonucleotide reductase M2 B (TP53 inducible),50484,604712,RNR2,YJL026W,RiboNucleotide Reductase,612075,MITOCHONDRIAL DNA DEPLETION SYNDROME 8A (ENCEPHALOMYOPATHIC TYPE WITH RENAL TUBULOPATHY); MTDPS8A,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
RRM2B,ribonucleotide reductase M2 B (TP53 inducible),50484,604712,RNR4,YGR180C,RiboNucleotide Reductase,613077,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 5; PEOA5",DiOPT,Ensembl Compara|PhylomeDB|PANTHER|OrthoFinder,4,9
RRM2B,ribonucleotide reductase M2 B (TP53 inducible),50484,604712,RNR4,YGR180C,RiboNucleotide Reductase,612075,MITOCHONDRIAL DNA DEPLETION SYNDROME 8A (ENCEPHALOMYOPATHIC TYPE WITH RENAL TUBULOPATHY); MTDPS8A,DiOPT,Ensembl Compara|PhylomeDB|PANTHER|OrthoFinder,4,9
RRP36,ribosomal RNA processing 36,88745,613475,RRP36,YOR287C,Ribosomal RNA Processing,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|Ensembl Compara,7,9
RTF1,"RTF1 homolog, Paf1/RNA polymerase II complex component",23168,611633,RTF1,YGL244W,Restores TBP Function,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA,7,9
RUVBL2,RuvB-like AAA ATPase 2,10856,604788,RVB2,YPL235W,RuVB-like,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
SAE1,SUMO1 activating enzyme subunit 1,10055,613294,AOS1,YPR180W,Activation Of Smt3p,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,7,9
SCD5,stearoyl-CoA desaturase 5,79966,608370,OLE1,YGL055W,OLEic acid requiring,,,DiOPT,OrthoInspector|OrthoFinder|InParanoid|Hieranoid|SonicParanoid,5,9
SCN2A,"sodium channel, voltage gated, type II alpha subunit",6326,182390,CCH1,YGR217W,Calcium Channel Homolog,613721,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 11; EIEE11",DiOPT,InParanoid|Hieranoid|SonicParanoid,3,9
SCN2A,"sodium channel, voltage gated, type II alpha subunit",6326,182390,CCH1,YGR217W,Calcium Channel Homolog,607745,"SEIZURES, BENIGN FAMILIAL INFANTILE, 3; BFIS3",DiOPT,InParanoid|Hieranoid|SonicParanoid,3,9
SCN3A,"sodium channel, voltage gated, type III alpha subunit",6328,182391,CCH1,YGR217W,Calcium Channel Homolog,,,DiOPT,InParanoid|Hieranoid|SonicParanoid,3,9
SCN8A,"sodium channel, voltage gated, type VIII alpha subunit",6334,600702,CCH1,YGR217W,Calcium Channel Homolog,614306,COGNITIVE IMPAIRMENT WITH OR WITHOUT CEREBELLAR ATAXIA; CIAT,DiOPT,InParanoid|Hieranoid|SonicParanoid,3,9
SCN8A,"sodium channel, voltage gated, type VIII alpha subunit",6334,600702,CCH1,YGR217W,Calcium Channel Homolog,614558,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 13; EIEE13",DiOPT,InParanoid|Hieranoid|SonicParanoid,3,9
SCN9A,"sodium channel, voltage gated, type IX alpha subunit",6335,603415,CCH1,YGR217W,Calcium Channel Homolog,167400,PAROXYSMAL EXTREME PAIN DISORDER,DiOPT,InParanoid|Hieranoid|SonicParanoid,3,9
